Operateur;lon;lat;2G;3G;4G
20810;2.113323;43.560409;1;1;1
20820;1.996497;50.292616;1;1;1
20810;1.996497;50.292616;1;1;1
20801;2.054671;47.186883;1;1;1
20801;2.108862;43.917274;0;1;1
20810;2.108986;43.917285;1;1;0
20815;2.02217;49.010713;0;1;1
20810;2.023699;48.936624;1;1;1
20815;2.024042;48.920537;0;1;1
20801;2.024537;48.915955;0;0;0
20801;2.110197;43.957048;1;1;0
20810;2.088546;45.317015;1;1;0
20820;2.017927;49.331215;1;1;1
20810;2.017927;49.331215;1;1;1
20815;2.053376;47.419007;0;1;1
20801;2.053376;47.419007;1;1;1
20820;2.054202;47.374423;1;1;1
20820;2.089194;45.315661;1;1;0
20801;2.089194;45.315661;1;1;0
20815;2.089194;45.31567;0;1;0
20801;2.054308;47.374424;1;1;0
20810;2.029103;48.781658;1;1;1
20815;2.02913;48.781649;0;1;1
20801;2.029158;48.781641;1;1;1
20810;2.054953;47.374663;1;1;1
20820;2.046581;47.849319;1;1;0
20815;2.046595;47.849328;0;1;1
20820;2.119055;43.477938;1;1;1
20810;2.119055;43.477938;1;1;1
20815;2.119055;43.477947;0;1;1
20820;2.02756;48.909729;1;1;1
20801;2.058046;47.230253;1;1;1
20820;2.024951;49.057748;1;1;1
20815;2.024964;49.057757;0;1;1
20801;2.024979;49.057712;1;1;1
20815;2.112225;43.95639;0;1;0
20810;2.025075;49.057686;1;1;1
20815;2.115828;43.726389;0;1;1
20820;2.11593;43.726227;1;1;1
20810;2.11593;43.726227;1;1;1
20801;2.051615;47.613655;1;1;0
20801;2.025732;49.046757;1;1;1
20801;2.036359;48.477161;1;1;0
20810;2.027183;48.972957;1;1;1
20801;2.009907;49.892438;1;1;1
20810;2.026202;49.04721;1;1;1
20801;1.990482;50.885923;1;1;0
20801;2.033046;48.697391;1;1;1
20820;2.033194;48.697509;1;1;1
20810;2.029287;48.909293;1;1;1
20801;2.029422;48.909384;1;1;0
20820;2.027537;49.023391;1;1;1
20820;2.056476;47.432014;1;1;1
20810;2.056476;47.432014;1;1;1
20801;2.060413;47.237745;1;1;0
20815;2.02829;49.023343;0;1;1
20810;2.027836;49.049777;1;1;1
20801;2.091561;45.442868;1;0;0
20820;2.025007;49.236039;1;1;1
20810;2.025007;49.236039;1;1;1
20815;2.025021;49.236039;0;1;1
20801;2.029356;49.022677;1;1;1
20810;2.1355;42.644956;1;1;1
20820;2.135561;42.644957;1;1;1
20810;2.031311;48.942783;1;1;1
20801;2.116568;43.918957;1;1;0
20810;2.029907;49.041467;1;0;0
20820;2.029961;49.041485;1;1;1
20801;2.030016;49.041486;1;1;1
20810;2.050175;47.943024;1;1;0
20820;2.035127;48.780466;1;1;1
20801;2.032128;48.942178;1;1;1
20810;2.032591;48.921686;1;1;1
20801;2.032684;48.921813;1;1;1
20810;2.030686;49.031995;1;1;1
20801;2.063331;47.222778;1;1;1
20801;2.030727;49.031996;1;1;1
20810;2.119978;43.762418;1;1;1
20820;2.119973;43.762733;1;1;1
20820;2.063386;47.222661;1;1;1
20820;2.035296;48.794885;1;1;1
20820;2.032431;48.952298;1;1;1
20820;2.023538;49.435949;1;1;1
20810;2.023538;49.435949;1;1;1
20815;2.023552;49.435949;0;1;1
20815;2.035672;48.792945;0;1;1
20810;2.031106;49.038779;1;1;1
20801;2.023645;49.436102;0;1;1
20801;1.998756;50.722193;1;1;1
20820;2.031924;49.006673;1;1;1
20815;1.998894;50.721656;0;1;1
20820;2.03597;48.794513;1;1;0
20820;2.123147;43.604175;1;1;1
20810;2.123147;43.604175;1;1;1
20815;2.12316;43.604184;0;1;1
20820;2.117753;43.955876;1;1;1
20801;2.035799;48.808174;1;1;1
20801;2.032169;49.006711;1;1;1
20810;2.032183;49.011091;1;1;1
20810;2.03645;48.791378;0;1;1
20810;2.032626;49.006409;1;1;1
20801;2.003458;50.536887;1;1;0
20810;2.03566;48.866508;1;1;1
20801;2.03828;48.731245;1;1;0
20801;2.04878;48.16124;1;1;0
20801;2.037209;48.798921;0;0;0
20820;2.03724;48.804624;1;1;1
20810;2.037255;48.804579;1;1;1
20801;2.037268;48.804579;1;1;1
20820;2.036155;48.867016;1;1;0
20820;2.03776;48.782349;1;1;1
20801;2.03627;48.866684;1;1;1
20810;2.033053;49.040018;0;1;0
20815;2.034439;48.972116;0;1;1
20810;2.066105;47.209908;1;1;1
20820;2.066104;47.209989;1;1;1
20801;2.066269;47.209603;1;1;0
20815;2.066391;47.209442;0;1;1
20801;1.999424;50.821172;1;1;1
20820;2.038266;48.799208;0;1;0
20810;2.141938;42.496387;1;1;0
20801;2.141962;42.496379;1;1;0
20801;2.051509;48.07821;1;1;0
20820;2.039146;48.766961;1;1;1
20801;2.039305;48.767197;1;1;0
20820;2.03773;48.852611;1;0;0
20820;2.034061;49.051239;1;1;1
20810;2.034194;49.051465;1;1;0
20810;2.037977;48.85255;0;1;1
20801;2.013698;50.136508;1;1;0
20820;2.03444;49.047052;1;1;1
20810;2.034318;49.055072;0;1;0
20815;2.03895;48.807875;0;1;1
20801;1.998201;50.928876;1;1;0
20810;2.035007;49.023928;1;1;1
20810;2.000859;50.818824;1;1;1
20820;2.000902;50.818815;1;1;1
20810;2.060293;47.654593;0;1;0
20820;2.060334;47.654557;1;1;0
20815;2.060347;47.654557;0;1;0
20801;2.060347;47.654557;0;1;0
20815;2.075517;46.802076;0;1;1
20801;2.132565;43.241733;1;1;1
20810;2.040542;48.784269;1;1;1
20820;2.048529;48.349202;1;0;0
20801;2.048554;48.349301;1;1;1
20815;2.051957;48.161842;0;1;1
20815;2.048667;48.349032;0;1;0
20801;2.040905;48.784551;0;0;0
20820;2.048868;48.349115;1;1;1
20810;2.048868;48.349115;1;1;1
20815;2.036026;49.050041;0;1;1
20820;2.041088;48.784184;1;1;1
20815;2.038394;48.95472;0;1;0
20820;2.121478;44.041654;1;1;0
20815;2.12149;44.041672;0;1;1
20801;2.04152;48.794755;1;0;0
20810;2.036803;49.050209;1;1;1
20801;2.036916;49.050039;1;1;1
20801;2.123766;43.903418;1;1;1
20820;2.123781;43.903301;1;1;1
20810;2.038838;48.954346;1;1;1
20801;2.039306;48.931264;0;1;1
20810;2.037266;49.044404;1;1;1
20810;2.121879;44.04154;1;1;0
20810;2.082701;46.493655;1;1;1
20801;2.122194;44.041326;1;1;1
20820;2.082735;46.493997;1;1;1
20810;2.039743;48.940081;1;1;1
20815;2.03766;49.056376;0;1;1
20801;2.083283;46.493957;1;0;0
20801;2.04314;48.785099;0;0;0
20810;2.043534;48.771026;1;1;1
20801;2.039847;48.973653;1;1;1
20815;2.043648;48.770047;0;1;1
20801;2.043812;48.769976;1;1;1
20820;2.043451;48.791182;0;1;0
20820;2.04367;48.784429;1;1;1
20810;2.044201;48.75915;1;1;1
20810;2.044539;48.743672;1;1;0
20815;2.041106;48.934291;0;1;1
20810;2.044001;48.782678;0;1;0
20810;2.038977;49.055433;0;1;1
20801;2.043941;48.791915;1;1;1
20820;2.042045;48.901832;1;1;1
20820;2.057228;48.06473;1;1;1
20801;2.040086;49.009545;0;0;1
20801;2.045003;48.743577;1;1;1
20801;2.044199;48.788993;0;0;0
20801;2.044359;48.783202;0;0;0
20801;2.089535;46.192888;1;1;0
20810;2.039003;49.083578;1;1;1
20820;2.039029;49.083677;1;1;1
20820;2.045319;48.744155;1;0;0
20820;2.044581;48.786685;1;1;1
20801;2.03911;49.083723;1;1;1
20801;2.044717;48.784482;0;0;0
20810;2.1421;42.873425;1;1;1
20810;2.139821;43.02735;1;1;0
20801;2.139845;43.027351;0;1;0
20820;2.14222;42.873606;1;1;1
20815;2.14222;42.873606;0;1;1
20801;2.042374;48.934391;0;0;0
20801;2.142232;42.873597;1;1;1
20815;2.140003;43.027469;0;1;0
20801;2.045952;48.758606;1;1;1
20801;2.043066;48.933839;0;0;0
20810;2.026599;49.817876;1;1;0
20801;2.026627;49.817885;1;1;0
20801;2.046286;48.781284;1;1;1
20815;2.056278;48.239984;0;1;0
20801;2.056291;48.239984;1;1;0
20801;2.100074;45.674031;1;1;1
20820;2.046175;48.808185;1;1;0
20820;2.046511;48.79502;1;1;1
20810;2.046621;48.794967;0;1;1
20815;2.046818;48.787207;0;1;1
20820;2.062656;47.907592;1;1;1
20820;2.043449;48.973169;1;1;1
20820;2.044268;48.931582;1;1;1
20810;2.044308;48.931655;1;1;1
20801;2.132842;43.6182;1;1;1
20801;2.047069;48.787577;0;1;1
20820;2.10071;45.675198;1;1;1
20810;2.10071;45.675198;1;1;1
20801;2.045237;48.929351;1;1;1
20810;2.075436;47.229754;1;1;1
20820;2.075489;47.229754;1;1;1
20820;2.051359;48.597292;1;1;1
20820;2.040918;49.171774;1;1;1
20810;2.040918;49.171774;1;1;1
20801;2.040933;49.171693;1;1;0
20801;2.051587;48.597429;1;1;1
20810;2.045444;48.934434;1;1;1
20810;2.060942;48.077881;1;1;0
20810;2.051765;48.59734;1;1;1
20820;2.064579;47.891118;1;1;1
20820;2.054361;48.468606;1;1;1
20810;2.054361;48.468606;1;1;1
20815;2.054374;48.468615;0;1;1
20820;2.048642;48.787203;0;1;0
20801;2.043662;49.058833;0;1;0
20810;2.064717;47.890903;1;1;0
20801;2.064768;47.891057;1;1;0
20801;2.076821;47.198316;1;1;0
20820;2.044864;49.010617;1;1;1
20810;2.044863;49.012173;1;1;1
20810;2.046424;48.93981;1;1;1
20810;2.04871;48.817047;1;1;1
20820;2.048721;48.817191;1;1;1
20801;2.049352;48.786336;0;0;0
20810;2.049186;48.804369;1;1;1
20810;2.047375;48.905778;1;1;1
20820;2.050332;48.757885;1;1;1
20820;2.0831;46.896422;1;1;0
20810;2.0831;46.896422;1;1;0
20820;2.049589;48.803958;1;1;1
20815;2.083114;46.896422;0;1;0
20801;2.083114;46.896422;1;1;0
20820;2.026711;50.034264;1;1;1
20810;2.026711;50.034264;1;1;1
20820;2.050293;48.774246;1;1;1
20801;2.049908;48.804392;0;0;0
20815;2.131375;43.920381;0;1;0
20810;2.049338;48.852074;0;1;0
20801;2.049354;48.851931;1;1;1
20810;2.04826;48.924527;1;1;1
20820;2.051045;48.803979;1;1;1
20801;2.13214;43.927389;0;1;1
20820;2.016106;50.665812;1;1;0
20810;2.016106;50.665812;1;1;0
20815;2.01612;50.665812;0;1;0
20810;2.132344;43.927895;1;1;1
20801;2.016148;50.665821;1;1;0
20820;2.13237;43.927868;1;1;1
20801;2.055708;48.574972;1;1;1
20810;2.049137;48.940758;1;1;0
20810;2.118746;44.835275;1;1;0
20815;2.118759;44.835275;0;1;0
20810;2.05608;48.574687;1;1;0
20801;2.118929;44.834934;0;1;0
20820;2.056111;48.574444;1;1;0
20820;2.054251;48.698532;1;1;1
20815;2.048212;49.047279;0;1;1
20815;2.048642;49.060384;0;1;1
20810;2.055512;48.69865;1;1;1
20815;2.05554;48.698605;0;1;1
20815;2.060475;48.430111;0;1;1
20810;2.053983;48.790672;0;1;1
20801;2.055683;48.705758;1;1;1
20801;2.134392;43.957107;1;1;1
20820;2.134959;43.920553;1;1;0
20801;2.060937;48.429971;1;1;1
20810;2.051867;48.935555;1;1;1
20810;2.054668;48.78815;1;1;0
20820;2.061345;48.429857;1;1;1
20810;2.061358;48.429884;1;1;1
20810;2.055361;48.767154;1;1;1
20810;2.025738;50.366702;1;1;1
20820;2.026104;50.36666;1;1;1
20815;2.026104;50.366669;0;1;1
20801;2.055739;48.789121;0;0;0
20801;2.055739;48.789121;1;1;1
20801;2.055831;48.792315;1;1;1
20820;2.052378;48.990641;1;1;1
20820;2.043773;49.484846;1;1;1
20801;2.043776;49.486167;1;1;0
20820;2.056138;48.850599;1;1;1
20810;2.044505;49.484842;1;1;0
20801;2.056089;48.85631;1;1;1
20810;2.05748;48.78319;1;1;0
20801;2.124896;44.762168;0;1;0
20801;2.057492;48.784782;1;1;1
20815;2.125036;44.762088;0;1;0
20810;2.125036;44.762088;0;1;0
20820;2.052619;49.061395;1;1;1
20801;2.052649;49.061252;1;1;1
20810;2.052688;49.061333;1;1;1
20810;2.060392;48.64111;1;1;1
20801;2.060406;48.641092;1;1;1
20815;2.060421;48.641047;0;1;1
20820;2.060547;48.640823;1;1;1
20820;2.138455;43.913291;1;1;1
20810;2.057604;48.813232;1;1;1
20810;2.138492;43.913327;1;1;1
20815;2.138213;43.9582;0;1;1
20820;2.056374;48.906074;1;0;0
20820;2.127577;44.655291;1;1;1
20801;2.082367;47.436281;1;1;0
20801;2.058912;48.772479;1;1;1
20810;2.12771;44.654842;1;1;1
20820;2.156404;42.73974;1;1;0
20801;2.061285;48.643564;1;0;0
20820;2.058758;48.785529;1;0;0
20810;2.060548;48.687635;1;1;1
20801;2.060588;48.687644;1;1;1
20820;2.060658;48.687564;1;1;1
20820;2.056314;48.934978;0;1;0
20815;2.156731;42.739878;0;1;0
20810;2.156731;42.739878;1;1;0
20801;2.156743;42.739869;0;1;0
20810;2.138782;43.958465;1;1;1
20801;2.059233;48.784867;0;0;0
20801;2.058899;48.813179;0;0;0
20801;2.054712;49.046377;0;1;1
20810;2.059491;48.788656;1;1;1
20820;2.139166;43.958603;1;1;1
20820;2.060384;48.782178;1;1;1
20810;2.051311;49.2983;1;1;1
20810;2.058926;48.883377;1;1;0
20820;2.021788;50.861069;1;1;1
20810;2.021788;50.861069;1;1;1
20820;2.05156;49.298212;1;1;1
20801;2.141291;43.923357;1;1;1
20815;2.061307;48.790604;0;1;1
20820;2.061443;48.790623;1;1;1
20810;2.141294;43.937226;0;1;1
20801;2.141369;43.937254;1;1;1
20820;2.141469;43.937183;1;1;1
20815;2.106339;46.206556;0;1;0
20810;2.060726;48.871303;1;1;1
20810;2.062765;48.761015;0;1;0
20820;2.133327;44.508597;1;1;0
20801;2.133327;44.508597;0;1;0
20801;2.059603;48.938026;1;1;0
20801;2.13343;44.508462;1;0;0
20810;2.13343;44.508462;1;1;0
20815;2.133429;44.508471;0;1;0
20801;2.062998;48.75938;1;1;1
20801;2.132439;44.584421;1;1;0
20801;2.089711;47.233603;1;1;1
20801;2.142711;43.910912;1;1;1
20820;2.058017;49.048974;1;1;1
20820;2.042712;49.887273;1;1;1
20820;2.042712;49.887273;1;1;0
20820;2.061572;48.871238;1;1;1
20815;2.090291;47.233707;0;1;1
20815;2.063668;48.763765;0;1;1
20801;2.034267;50.355277;1;1;1
20820;2.063856;48.768444;1;1;1
20810;2.063882;48.768498;0;1;1
20801;2.141397;44.055385;1;1;1
20810;2.061575;48.905908;1;1;0
20801;2.062269;48.871153;1;1;1
20810;2.064306;48.782803;1;0;0
20820;2.143973;43.928049;1;0;0
20810;2.060379;49.006908;0;1;0
20820;2.120544;45.455274;1;1;1
20810;2.120544;45.455274;1;1;1
20801;2.035145;50.373231;1;1;1
20801;2.144194;43.929077;1;1;1
20801;2.061565;48.964724;1;1;1
20810;2.065101;48.78477;1;0;0
20820;2.065217;48.78513;1;1;0
20801;2.061408;48.998391;1;1;1
20820;2.06594;48.750039;1;1;1
20810;2.062251;48.956941;1;1;1
20815;2.066011;48.750651;0;1;1
20801;2.064497;48.838937;1;1;1
20820;2.062383;48.956474;1;1;1
20810;2.145449;43.920141;1;1;0
20801;2.092814;47.241667;1;1;0
20810;2.062305;48.998632;1;1;1
20820;2.062396;48.998129;1;1;1
20820;2.066061;48.798035;1;1;1
20820;2.070857;48.534878;1;1;1
20815;2.070857;48.534878;0;1;1
20801;2.070953;48.534816;1;1;1
20810;2.070967;48.53478;1;1;1
20815;2.064668;48.893225;0;1;1
20801;2.064569;48.899465;0;0;0
20815;2.062796;48.998708;0;1;1
20801;2.067381;48.753154;0;0;0
20801;2.066956;48.783804;1;1;1
20801;2.075374;48.312497;1;1;1
20810;2.064285;48.947164;1;1;1
20815;2.066328;48.838663;0;1;0
20810;2.066767;48.839278;1;1;0
20820;2.149052;43.795416;1;1;1
20810;2.149052;43.795416;1;1;0
20820;2.066873;48.839432;1;1;0
20810;2.067634;48.797615;1;1;1
20801;2.070034;48.673722;0;1;0
20810;2.074493;48.446299;1;1;1
20820;2.147945;43.923922;1;1;1
20820;2.074656;48.446264;1;1;1
20815;2.074669;48.446265;0;1;1
20810;2.148006;43.923968;1;1;1
20815;2.148058;43.923869;0;1;1
20810;2.065644;48.966518;0;0;1
20820;2.06544;48.978594;1;1;1
20815;2.065685;48.966518;0;1;1
20810;2.065533;48.978748;1;1;1
20820;2.163922;42.873651;1;1;1
20810;2.163922;42.873651;1;1;1
20815;2.123332;45.570554;0;1;1
20801;2.148626;43.926655;1;1;1
20801;2.148626;43.926655;0;1;0
20801;2.123435;45.570509;1;1;0
20820;2.083254;48.003865;1;1;1
20815;2.064837;49.056168;0;1;1
20820;2.064913;49.056501;1;1;1
20820;2.065494;49.045499;1;1;1
20820;2.148626;43.979252;1;1;1
20801;2.148865;43.97911;1;1;1
20801;2.097701;47.215911;0;1;0
20810;2.148913;43.979218;1;1;1
20815;2.149014;43.979165;0;1;0
20810;2.068752;48.895901;1;1;1
20820;2.06886;48.895245;1;1;1
20810;2.066448;49.041136;1;1;1
20815;2.068204;48.946331;0;1;1
20820;2.06166;49.326375;1;1;1
20810;2.06166;49.326375;1;1;1
20820;2.039595;50.512748;1;1;0
20810;2.039595;50.512748;1;1;0
20815;2.039609;50.512757;0;1;0
20815;2.164411;42.976503;0;1;0
20801;2.039637;50.512766;1;1;0
20801;2.164423;42.976494;0;1;0
20810;2.164441;42.976935;1;1;0
20810;2.066821;49.051606;1;1;1
20820;2.117423;46.073957;1;1;1
20810;2.11742;46.074137;1;1;1
20801;2.066848;49.051615;1;1;1
20801;2.149632;44.016251;1;1;0
20801;2.071909;48.799169;1;1;1
20820;2.072468;48.785349;1;1;1
20810;2.103969;46.955384;1;1;0
20820;2.104153;46.955439;1;1;0
20801;2.104153;46.955439;1;1;0
20815;2.104166;46.955439;0;1;0
20801;2.034635;50.846967;1;1;0
20815;2.072554;48.801935;0;1;1
20815;2.061599;49.411414;0;1;1
20820;2.072917;48.783823;1;1;1
20801;2.070991;48.892779;1;1;1
20801;2.061723;49.411442;1;1;1
20820;2.061378;49.431106;1;1;1
20815;2.061392;49.431116;0;1;1
20810;2.061405;49.431161;1;1;1
20801;2.061652;49.431198;1;1;1
20815;2.06906;49.044196;0;1;1
20801;2.070984;48.952773;1;1;1
20820;2.073118;48.848349;1;1;1
20810;2.073319;48.848548;1;1;0
20810;2.075033;48.754274;1;1;1
20810;2.072647;48.906984;0;1;0
20801;2.147608;44.340831;1;1;0
20820;2.147608;44.34084;1;1;0
20815;2.147608;44.34084;0;1;0
20810;2.147608;44.34084;1;1;0
20820;2.075646;48.754234;1;1;1
20801;2.153996;43.919721;1;1;0
20815;2.046395;50.367779;0;1;1
20801;2.074604;48.848315;1;1;1
20820;2.07565;48.793972;1;1;1
20820;2.061984;49.562058;1;1;1
20810;2.061984;49.562058;1;1;1
20801;2.076384;48.765555;0;1;1
20801;2.154323;43.952331;1;1;1
20801;2.075941;48.793668;1;1;1
20810;2.075968;48.793687;1;1;0
20820;2.070993;49.072995;0;1;0
20815;2.071074;49.073067;0;1;1
20810;2.071209;49.073212;1;1;1
20820;2.154988;43.942724;1;1;1
20810;2.06859;49.243423;1;1;1
20810;2.155275;43.942717;1;1;1
20820;2.068906;49.243399;1;1;1
20801;2.062328;49.610574;1;1;1
20801;2.047507;50.414483;1;1;0
20820;2.075782;48.894111;1;0;0
20801;2.073445;49.0453;1;1;1
20820;2.13237;45.534585;1;1;1
20810;2.13237;45.534585;1;1;1
20820;2.165258;43.35841;1;1;0
20810;2.165258;43.35841;0;1;0
20801;2.16527;43.358401;0;1;0
20815;2.16527;43.358419;0;1;0
20820;2.155959;44.004258;1;1;1
20810;2.155959;44.004258;1;1;1
20810;2.167844;43.193848;1;1;1
20801;2.157254;43.930133;1;1;1
20820;2.087131;48.315126;1;1;1
20820;2.112167;46.831765;1;1;0
20801;2.112167;46.831774;1;1;0
20815;2.11218;46.831774;0;1;0
20801;2.077248;48.886802;0;1;1
20801;2.157221;43.944154;1;1;1
20810;2.077317;48.886757;1;1;1
20820;2.079454;48.772783;1;1;1
20815;2.078764;48.814215;0;1;1
20820;2.168336;43.193888;1;1;1
20801;2.078807;48.814107;1;1;1
20810;2.078827;48.814512;1;1;1
20810;2.076047;48.972147;1;0;0
20815;2.079632;48.772749;0;1;0
20801;2.058347;49.956281;0;1;0
20810;2.079785;48.77257;1;1;1
20810;2.075154;49.037687;1;1;0
20820;2.077467;48.915223;1;1;1
20815;2.147307;44.657606;0;1;0
20810;2.077657;48.915269;0;0;1
20801;2.066484;49.541763;1;1;1
20815;2.077849;48.915235;0;1;1
20801;2.076067;49.016338;1;1;1
20801;2.075726;49.037053;1;1;1
20820;2.075754;49.037018;1;1;1
20815;2.075766;49.037099;0;1;1
20810;2.158721;43.915096;1;1;1
20801;2.077971;48.915281;1;1;1
20820;2.076264;49.01606;1;1;1
20820;2.158808;43.915115;1;1;1
20810;2.113596;46.831848;1;1;0
20801;2.15951;43.8793;1;1;1
20820;2.178333;42.575832;1;1;0
20810;2.178333;42.575832;1;1;0
20815;2.178333;42.575841;0;1;0
20801;2.178346;42.575823;0;1;0
20820;2.065081;49.668945;1;1;1
20820;2.077412;48.998345;1;1;1
20801;2.15991;43.896106;1;1;0
20801;2.10796;47.222788;1;1;1
20801;2.157531;44.061568;1;1;1
20810;2.081742;48.761891;1;1;1
20820;2.157631;44.061559;1;1;1
20810;2.157642;44.06164;1;1;1
20801;2.059102;50.04049;1;1;0
20815;2.078159;48.998629;0;1;1
20820;2.079699;48.916319;1;0;0
20801;2.158448;44.045913;1;1;1
20801;2.078618;48.981232;1;1;1
20820;2.091148;48.273865;1;1;0
20810;2.091254;48.273965;1;1;0
20801;2.083109;48.760741;1;1;1
20801;2.083109;48.760741;0;1;0
20801;2.059535;50.069129;1;1;0
20801;2.082916;48.773251;1;1;1
20820;2.042863;50.964185;1;1;1
20801;2.083104;48.773387;0;0;0
20801;2.084168;48.726722;1;1;0
20815;2.045216;50.859088;0;1;1
20810;2.141379;45.249644;1;1;0
20820;2.081721;48.874443;1;1;1
20810;2.043441;50.964414;1;1;1
20815;2.043453;50.964513;0;1;1
20820;2.084475;48.72784;1;1;1
20820;2.141654;45.249997;1;1;0
20801;2.141667;45.249997;1;1;0
20815;2.141666;45.250006;0;1;0
20810;2.079201;49.039337;0;1;0
20820;2.132789;45.829154;1;1;0
20801;2.132789;45.829154;0;1;0
20810;2.132789;45.829154;1;1;0
20815;2.132802;45.829154;0;1;0
20820;2.079212;49.041019;1;1;1
20801;2.161894;43.917775;1;1;1
20810;2.078801;49.074188;1;1;1
20801;2.078844;49.074107;1;1;1
20801;2.046831;50.823481;1;1;1
20801;2.080604;48.994853;1;1;1
20815;2.160579;44.049494;0;1;1
20815;2.079952;49.044801;0;1;1
20820;2.083917;48.836371;1;1;1
20815;2.08423;48.836436;0;1;0
20801;2.080767;49.051291;1;1;1
20801;2.08132;49.036287;1;1;0
20815;2.083791;48.89938;0;1;0
20801;2.08379;48.899416;1;1;0
20820;2.083819;48.899335;1;1;1
20810;2.08386;48.899336;1;1;1
20810;2.081483;49.037143;1;1;1
20820;2.084172;48.889328;1;1;1
20815;2.08417;48.889445;0;1;1
20810;2.081537;49.038735;1;1;0
20801;2.084182;48.889535;1;1;1
20810;2.084254;48.88932;1;1;0
20820;2.081957;49.038945;1;1;1
20801;2.085626;48.87334;1;1;1
20801;2.088833;48.704019;1;1;0
20801;2.083033;49.037631;0;0;0
20801;2.075883;49.440755;1;1;0
20820;2.073048;49.605875;1;1;1
20810;2.073047;49.605893;1;1;1
20801;2.181637;42.789617;1;1;0
20801;2.083145;49.04604;0;0;0
20820;2.076139;49.441063;1;1;1
20810;2.076138;49.441108;1;1;1
20801;2.047861;50.971731;1;1;0
20815;2.076332;49.441082;0;1;1
20810;2.087175;48.83475;1;1;0
20810;2.083556;49.045206;1;1;1
20801;2.087119;48.844922;1;1;0
20801;2.16452;44.038606;0;1;0
20820;2.053646;50.710329;1;1;0
20820;2.140779;45.617966;1;1;0
20801;2.140779;45.617966;1;1;0
20810;2.140779;45.617966;1;1;0
20815;2.140778;45.617975;0;1;0
20815;2.053888;50.710276;0;1;1
20810;2.064325;50.171265;1;1;1
20820;2.06432;50.171561;1;1;1
20801;2.090091;48.74026;1;1;1
20801;2.112991;47.392946;1;1;0
20801;2.078292;49.415515;1;1;1
20820;2.07832;49.415506;1;1;1
20810;2.07839;49.415435;1;1;1
20801;2.088664;48.836075;0;1;1
20815;2.078431;49.415435;0;1;1
20820;2.139738;45.74778;1;1;0
20815;2.139738;45.74778;0;1;0
20801;2.139738;45.74778;0;1;0
20810;2.139738;45.74778;1;1;0
20820;2.149241;45.131995;1;1;0
20801;2.149241;45.131995;1;1;0
20815;2.149254;45.132004;0;1;0
20820;2.090897;48.73459;1;1;1
20810;2.090966;48.734555;1;1;1
20810;2.149656;45.131503;1;1;0
20820;2.167701;43.93195;1;1;1
20820;2.09347;48.609837;1;1;1
20815;2.09347;48.609837;0;1;1
20810;2.09347;48.609837;1;1;1
20810;2.088845;48.876359;0;1;1
20820;2.068334;50.023036;1;1;1
20815;2.068334;50.023036;0;1;1
20801;2.068362;50.023046;1;1;1
20801;2.093538;48.609837;1;1;1
20810;2.167989;43.931853;1;1;1
20810;2.068583;50.023155;1;1;1
20815;2.184444;42.789719;0;1;1
20820;2.184662;42.789829;1;1;0
20810;2.089694;48.865249;1;1;1
20801;2.089735;48.865259;1;1;0
20810;2.163489;44.268569;1;1;0
20810;2.089213;48.897425;1;1;1
20815;2.080095;49.421039;0;1;1
20801;2.080122;49.421048;0;1;1
20820;2.163877;44.268608;1;1;0
20801;2.163889;44.268599;1;1;0
20815;2.163889;44.268608;0;1;0
20801;2.0897;48.897635;0;1;0
20801;2.052759;50.927059;1;1;0
20820;2.176312;43.433825;1;1;0
20810;2.176312;43.433825;1;1;0
20801;2.176325;43.433816;1;1;0
20815;2.176324;43.433834;0;1;0
20801;2.169204;43.927074;0;1;1
20820;2.053054;50.927214;1;1;1
20810;2.053054;50.927214;1;1;1
20820;2.189357;42.513497;1;1;1
20810;2.189357;42.513497;1;1;1
20810;2.087845;49.032344;1;1;1
20810;2.100651;48.312566;1;1;0
20801;2.08863;49.01334;1;1;1
20810;2.088657;49.01334;1;1;1
20810;2.090495;48.910691;1;1;0
20801;2.092432;48.803518;0;1;0
20810;2.168729;44.017802;1;1;0
20820;2.088888;49.013423;1;1;1
20815;2.169894;43.942136;0;1;1
20820;2.089333;48.992734;1;1;1
20815;2.168855;44.017749;0;1;1
20815;2.056515;50.801967;0;1;1
20801;2.056543;50.801977;1;1;1
20810;2.092867;48.804366;0;1;0
20810;2.088466;49.065521;0;1;0
20810;2.093654;48.775554;1;1;0
20815;2.088693;49.061935;0;1;1
20820;2.077088;49.715665;1;1;0
20815;2.077088;49.715674;0;1;0
20810;2.077088;49.715674;1;1;0
20801;2.077102;49.715684;1;1;0
20801;2.096003;48.648546;1;1;1
20820;2.170582;43.94279;1;1;1
20820;2.170582;43.94279;1;1;0
20801;2.088987;49.059986;1;1;1
20810;2.089001;49.05995;1;1;1
20801;2.094117;48.775504;1;1;0
20801;2.089132;49.065778;0;0;0
20801;2.090448;48.991475;0;1;0
20820;2.083231;49.431418;1;1;0
20815;2.09271;48.898702;0;1;1
20801;2.092818;48.89408;1;1;1
20801;2.092764;48.89872;1;1;1
20801;2.083065;49.452333;1;1;1
20801;2.083549;49.432903;1;1;1
20801;2.093995;48.842087;1;1;1
20810;2.093193;48.896826;1;1;0
20815;2.091161;49.013233;0;1;1
20810;2.132493;46.544715;1;1;0
20801;2.134351;46.435966;1;1;0
20820;2.134364;46.435966;1;1;0
20815;2.134364;46.435966;0;1;0
